approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode,mu,sigma,a,b,std,associated_baseline_std
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,154999.9999969,154999.9999969,154999.9999969,154999.9999969,12770.08222357,,,12770.08222357,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,152899.999996942,152899.999996942,152899.999996942,152899.999996942,13201.704435280859,,,13201.704435280859,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,139499.99999721,139499.99999721,139499.99999721,139499.99999721,6999.999999930001,,,6999.999999930001,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,150699.999996986,150699.999996986,150699.999996986,150699.999996986,12853.598717740326,,,12853.598717740326,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,146099.999997078,146099.999997078,146099.999997078,146099.999997078,8541.662601539632,,,8541.662601539632,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,170584.52361400993,169873.62206129087,168460.69453772527,12.0428100399344,0.09139094708565194,,,15622.49074774867,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,166649.25967778877,166152.262977449,165162.7117238202,12.020659893776951,0.07728838944577912,,,12899.311574830317,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,162149.6685445304,161422.47480583005,159977.85645502628,11.991780274230482,0.09481343126569193,,,15408.582650839013,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,122363.44443322832,122285.44925031014,122129.6079965573,11.714113338720622,0.03571019859109137,,,4371.0163269189225,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,146058.09453622522,145629.15453448356,144775.04993448537,11.88881863188732,0.07669546846079237,,,11218.4872657426,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,129417.16872791656,129417.16872790369,129417.16872787794,11.770796331752456,4.467670516087703e-07,,,0.057821832739393585,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,158167.98415606417,157578.24960597634,156405.36884154758,11.96767743676728,0.08643496185996868,,,13696.817940306268,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,129417.16872791656,129417.16872790369,129417.16872787794,11.770796331752456,4.467670516087703e-07,,,0.057821832739393585,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,142506.28607166166,142181.2566928187,141533.42023245216,11.864857978189796,0.06757828514686279,,,9641.335910971347,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,147477.31561410573,146697.73404756442,145150.91199641954,11.896129517846575,0.10295758972921364,,,15224.236324508993,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,158775.96636985213,158452.57883222762,157807.7783977445,11.973210640355685,0.06385656908455496,,,10149.23298975079,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,159145.9763442398,158172.9171667966,156244.61103252866,11.971444126024462,0.11075219371373264,,,17679.953999933547,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,150013.5020609422,149728.6463302108,149160.55655132496,11.916579910352306,0.06165504707171617,,,9257.88624060816,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,151051.98650562364,150626.43558373323,149778.92700998025,11.922558114028,0.07511623009688059,,,11362.48005218568,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,164416.47200410656,163292.12512836306,161066.44502527383,12.003296054454458,0.11714859625953046,,,19327.432271539776,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,116162.13374798022,115734.48621300858,114883.90846314617,11.659053934568538,0.08588672032283239,,,9995.211508755274,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,156410.8465435613,155601.2391131354,153994.57453144056,11.955051854146747,0.10187837693497354,,,15976.32057766981,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,136862.96188148862,136721.44295001545,136438.84393563782,11.825700871785969,0.045487452662156085,,,6228.769221466436,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,159324.4279671286,158566.9179369184,157062.685526064,11.973931978385767,0.09763044031486157,,,15592.05397046161,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,121223.56182981265,120676.48879385453,119589.7382813297,11.70086859767119,0.09511194024364869,,,11555.932850209396,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,149859.5388058023,149378.0632355847,148419.74784527835,11.914235708474113,0.08022490809138781,,,12041.83794835187,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,147723.71165400028,147223.31867275326,146227.6119979891,11.89970588762702,0.08237848388104757,,,12189.930412672722,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,135764.84404839462,135616.03501007208,135318.9060741792,11.817582899783849,0.046833331229502034,,,6361.80802692427,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,145712.3907516699,145271.00395759623,144392.23741891218,11.886356269819824,0.07789430858993532,,,11367.404562756266,
statistical_baseline_n5,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,141965.26464633804,141735.74649793605,141277.8228012825,11.861719662727678,0.056886356288948246,,,8082.424540652323,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,139549.9999986045,139549.9999986045,139549.9999986045,139549.9999986045,10122.705501279881,,,10122.705501279881,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,149699.999998503,149699.999998503,149699.999998503,149699.999998503,7950.262050148698,,,7950.262050148698,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,160549.9999983945,160549.9999983945,160549.9999983945,160549.9999983945,11011.471291284715,,,11011.471291284715,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,133549.9999986645,133549.9999986645,133549.9999986645,133549.9999986645,8018.5375501896515,,,8018.5375501896515,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,150249.9999984975,150249.9999984975,150249.9999984975,150249.9999984975,11209.433031497729,,,11209.433031497729,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,147249.99999852752,147249.99999852752,147249.99999852752,147249.99999852752,7469.28897400682,,,7469.28897400682,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,137949.9999986205,137949.9999986205,137949.9999986205,137949.9999986205,9144.351626322692,,,9144.351626322692,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,146449.9999985355,146449.9999985355,146449.9999985355,146449.9999985355,8046.203383474809,,,8046.203383474809,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,140330.99999859667,140330.99999859667,140330.99999859667,140330.99999859667,6850.0125628090545,,,6850.0125628090545,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,147299.999998527,147299.999998527,147299.999998527,147299.999998527,7129.827799038074,,,7129.827799038074,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,140049.9999985995,140049.9999985995,140049.9999985995,140049.9999985995,6874.449472872935,,,6874.449472872935,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,150680.9999984932,150680.9999984932,150680.9999984932,150680.9999984932,6624.490328370347,,,6624.490328370347,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,151330.9999984867,151330.9999984867,151330.9999984867,151330.9999984867,7872.3993871304165,,,7872.3993871304165,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,148849.99999851148,148849.99999851148,148849.99999851148,148849.99999851148,7241.489257476135,,,7241.489257476135,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,132249.9999986775,132249.9999986775,132249.9999986775,132249.9999986775,7353.09836429616,,,7353.09836429616,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,168999.99999830997,168999.99999830997,168999.99999830997,168999.99999830997,11072.237553594057,,,11072.237553594057,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,150830.99999849166,150830.99999849166,150830.99999849166,150830.99999849166,12025.912065143077,,,12025.912065143077,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,133049.9999986695,133049.9999986695,133049.9999986695,133049.9999986695,7728.536587037708,,,7728.536587037708,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,150649.9999984935,150649.9999984935,150649.9999984935,150649.9999984935,8254.64515687896,,,8254.64515687896,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,153530.9999984647,153530.9999984647,153530.9999984647,153530.9999984647,7886.878336088801,,,7886.878336088801,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,160799.999998392,160799.999998392,160799.999998392,160799.999998392,11009.38993157453,,,11009.38993157453,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,132949.9999986705,132949.9999986705,132949.9999986705,132949.9999986705,7678.0531386159655,,,7678.0531386159655,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,162249.9999983775,162249.9999983775,162249.9999983775,162249.9999983775,11518.885459144709,,,11518.885459144709,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,160349.9999983965,160349.9999983965,160349.9999983965,160349.9999983965,11753.97096014584,,,11753.97096014584,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,148980.9999985102,148980.9999985102,148980.9999985102,148980.9999985102,11566.139512425247,,,11566.139512425247,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,134964.4729292949,134590.32151798648,133845.12751167803,11.809990788094709,0.0745126996634242,,,10070.542269611899,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,146333.71940840324,146139.88935185966,145752.99912631782,11.89231958820697,0.0514869596105048,,,7539.274227311171,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,155900.64667928775,155576.20490545165,154929.34552086605,11.954890954260081,0.06454841309020956,,,10073.630458735417,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,130043.53534085871,129794.29916351603,129297.25892125083,11.773706162129796,0.06194188377961493,,,8062.874217629844,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,145666.9971986591,145350.0458618585,144718.21061514452,11.886900221514034,0.06600353007764252,,,9625.016890691046,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,144149.27435482046,143989.07135416204,143669.19928880373,11.877492682304215,0.047159024390543626,,,6801.72050622756,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,133922.24568235187,133616.06064506443,133005.7890530213,11.802725747268674,0.0676595469804303,,,9071.49839970373,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,143175.6526952632,142996.99019391782,142640.33374788798,11.87057886142556,0.0499726835338731,,,7159.340816669429,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,137555.180044691,137427.7551411121,137173.25934662632,11.830853640853253,0.04305308695919902,,,5924.9204771980285,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,144260.8260283332,144103.64027774046,143789.78239595983,11.878288043831892,0.0466945002905323,,,6739.860707178673,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,137302.5960679678,137180.358025891,136936.20832386994,11.829051820948514,0.042206128124854025,,,5797.592665731515,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,147785.9089651639,147650.10421740625,147378.86899194945,11.902600593012702,0.04288009813047513,,,6339.988393977857,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,148032.7837450027,147852.85574890266,147493.65557698393,11.903972840270974,0.049319362034052995,,,7305.324370705544,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,145807.80259918715,145655.59431552517,145351.6542515106,11.889000170956692,0.045704309152314514,,,6667.526505750204,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,128958.59442839495,128728.86546622204,128270.63454170476,11.76546365333295,0.059716079318192165,,,7707.772130117631,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,164330.92096663834,164014.0253692618,163382.06629960038,12.007707223693942,0.06213309647572412,,,10220.251253558245,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,145777.7752103331,145405.191148469,144662.87738200225,11.88727954597841,0.07154170195762091,,,10442.549096139066,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,129602.91374119304,129355.92269950832,128863.35183027854,11.770322974733755,0.06176682741990945,,,8012.802082504714,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,147188.48038041947,146987.14431950144,146585.29803117682,11.89810040832775,0.05232237765298175,,,7706.5250604487655,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,150052.82632695814,149841.40000768699,149419.44065642412,11.917332680425142,0.05310378832184843,,,7973.99455609491,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,156179.4033612294,155860.6595503073,155225.12215682614,11.956717679072849,0.06392132565802175,,,9993.400862423703,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,129523.73011040191,129279.0246857947,128790.99990771482,11.769728329526238,0.061498909000255744,,,7973.105704565627,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,157272.27499225462,156906.27685452253,156176.8338083306,11.963403943367215,0.06826235466859375,,,10748.294469955646,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,155320.83349981744,154952.26792136516,154217.7584309005,11.950872399580968,0.06893113359751837,,,10719.171639754015,
statistical_baseline_n10,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,143483.3868009602,142998.67774773494,142034.1663760725,11.870590662679959,0.08226631604667048,,,11823.849199481287,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,146849.99999926574,146849.99999926574,146849.99999926574,146849.99999926574,7674.7278367461695,,,7674.7278367461695,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,158149.99999920925,158149.99999920925,158149.99999920925,158149.99999920925,7986.921875936476,,,7986.921875936476,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,147649.99999926175,147649.99999926175,147649.99999926175,147649.99999926175,6543.890280237429,,,6543.890280237429,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,147590.49999926204,147590.49999926204,147590.49999926204,147590.49999926204,5819.448403716187,,,5819.448403716187,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,155224.9999992239,155224.9999992239,155224.9999992239,155224.9999992239,8140.6610199524885,,,8140.6610199524885,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,152174.99999923914,152174.99999923914,152174.99999923914,152174.99999923914,7211.401334710633,,,7211.401334710633,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,142565.4999992872,142565.4999992872,142565.4999992872,142565.4999992872,5076.390215329414,,,5076.390215329414,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,148024.9999992599,148024.9999992599,148024.9999992599,148024.9999992599,7889.2394236643195,,,7889.2394236643195,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,151999.99999924,151999.99999924,151999.99999924,151999.99999924,5756.803754994477,,,5756.803754994477,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,154124.9999992294,154124.9999992294,154124.9999992294,154124.9999992294,9010.584054299368,,,9010.584054299368,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,152349.99999923824,152349.99999923824,152349.99999923824,152349.99999923824,7449.31116559295,,,7449.31116559295,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,156740.4999992163,156740.4999992163,156740.4999992163,156740.4999992163,7870.330578037051,,,7870.330578037051,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,154665.49999922665,154665.49999922665,154665.49999922665,154665.49999922665,5399.341649669359,,,5399.341649669359,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,140865.49999929566,140865.49999929566,140865.49999929566,140865.49999929566,6080.307794955293,,,6080.307794955293,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,146990.49999926504,146990.49999926504,146990.49999926504,146990.49999926504,7074.238715766137,,,7074.238715766137,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,143174.99999928413,143174.99999928413,143174.99999928413,143174.99999928413,5315.230722314666,,,5315.230722314666,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,145165.49999927415,145165.49999927415,145165.49999927415,145165.49999927415,4988.272640312087,,,4988.272640312087,
