Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Salary_Range,Midpoint_Salary,job_category,seniority_level,Midpoint Salary,IsPublic
Senior Data Scientist,$90K - $139K (Glassdoor est.),"SS&C is a global provider of investment and financial services and software for the financial services and healthcare industries. Named to Fortune 1000 list as top U.S. company based on revenue, SS&C is headquartered in Windsor, Connecticut and has 20,000+ employees in over 90 offices in 35 countries. Some 18,000 financial services and healthcare organizations, from the world's largest institutions to local firms, manage and account for their investments using SS&C's products and services.
Job Description
Senior Data Scientist
Location: Waltham, MA | Hybrid
Get To Know The Team:
Your deep experience with artificial intelligence, NLP, language models and advanced analytics is matched by a passion to build great products, lead innovation, be a mentor and guide to other Engineering team members. In the past you have been part of a startup or corporate innovation team working in fast-moving environments. You can point to numerous examples which have demonstrated your ability to creativity solve technical challenges.",3.1,"SS&C
3.1",MA,10000+ Employees,1986,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),"(90000, 139000)",114500.0,Data Scientist,Senior,114500.0,public
DATA SCIENTIST,Employer Provided Salary:$75K - $175K,"Job Description:

Ignite is an ISO 9001:2015 and CMMI Services Level 3 certified, Service-Disabled Veteran-Owned Small Business (SDVOSB), headquartered in Huntsville, AL. By design, Ignite is a provider of professional services to customers in educational, federal, and commercial industries and in every action seeks to be the preeminent provider within this business space. Ignite upholds our values of competency, collaboration, innovation, reliability, and results through everything we do.
Ignite is currently seeking a driven, detail-oriented Data Scientist to join our team supporting our government partner. This position is expected to be onsite within a government facility. This applicant is someone who creatively approaches a variety of requirements to meet intelligence needs, can balance work on multiple tasks, and will work collaboratively with other scientists, engineers, and analysts.",3.9,"Ignite Fueling Innovation
3.9",OH,51 to 200 Employees,2001,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),"(75000, 175000)",125000.0,Data Scientist,Mid,125000.0,not public
Sr. Data Scientist,$96K - $130K (Glassdoor est.),"Passionate about helping clients make the most of their analytics investments? Driven to succeed in a competitive and rapidly-changing business? Looking for an opportunity with a premiere provider of specialized consulting services with a collaborative, team oriented approach?
We are currently accepting applications from talented individuals who seek to advance their career within a fast-paced and challenging environment. We offer all CognoWiz team members a highly competitive compensation package that includes benefits and opportunities for both personal and professional growth.
Master’s degree in Computer Science, Engineering any, Technology or related and 2 yrs of exp to analyze large amounts of information to discover trends and patterns. Manipulate, transform and combine datafrom multiple data sources for use in analytics and reporting. Produce high ad hoc and standard reports, using R or SAS procedures. Efficiently identify and correct syntax and programming logic errors in SQL, Tableau and SAS code. Integrate R/SAS analysis with Tableau to deliver the results of statistical analysis within Tableau dashboards. Perform inferential statistical analysis in R or SAS, including statistical tests for significance, such as null-hypothesis testing, to validate results of analysis.",4.9,"Cognowiz
4.9",VA,1 to 50 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD),"(96000, 130000)",113000.0,Data Scientist,Senior,113000.0,not public
Data Scientist,$85K - $125K (Glassdoor est.),"Overview:
Arcfield is a leading provider of full lifecycle, mission-focused systems engineering and integration capabilities to the U.S. government and its allies. The company has more than 60 years of proven experience providing advanced engineering and analysis, IT and C5ISR capabilities to support our nation’s most critical national security missions. Headquartered in Chantilly, VA and with 16 offices around the world, Arcfield employs approximately 1,200 engineers, analysts, IT specialists, and other professionals who put our customers’ missions first, helping them solve their most complex challenges through innovations in modeling, simulation and analysis, digital transformation and C5ISR. Visit arcfield.com for more details.
Responsibilities:
The Data Scientist will support the Sponsor's organization responsible for championing governance and quality. The organization is focused on improving efficiency and capabilities to build, deliver, and sustain IT Network solutions. The selected candidate will be responsible for developing the means for measuring and visually reporting real-time, or near real-time, data for quality assurance Service Level Agreements (SLA) and Service Level Objectives (SLO). This will consist of working with multiple stakeholders in various groups to define, develop, and institutionalize strategic processes across multi-fabric information environments.
Qualifications:
EEO Statement:",4.1,"Arcfield
4.1",VA,1001 to 5000 Employees,2021,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),"(85000, 125000)",105000.0,Data Scientist,Mid,105000.0,not public
Data Scientist,$110K - $151K (Glassdoor est.),"Overview:
The Data Scientists will take a lead role in the end-to-end process of data science initiatives with limited supervision, including but not limited to model design, structure, development and post-deployment model performance monitoring. By conducting innovative research through advanced analytics and technical sophistication, the Data Scientist will contribute to create the economic value at scale from both future growth and profitability perspectives.

In this role, you will be set on a constant “treasure hunt” for new data sources to apply the latest techniques for modeling projects. You will have unparalleled opportunity to apply state-of-the-art machine learning techniques to real world datasets. You will work on a team of PhD level statisticians to create ground-breaking predictive models using new analytical techniques that determine insurance pure premiums, customer life time value, customer buying behaviors and other related topics. This work will be used in setting pricing, underwriting, marketing, policy and claims service, fraud detection and product design strategies for the Plymouth Rock group of Companies. The role is not simply research: you will be part of a tactical team driving the profit and customer growth of an assigned business segment. The analysis and modeling will be tested via implementation both broadly and on a pilot basis to allow us to learn and refine our approaches in rapid succession.",3.0,"Plymouth Rock Assurance
3.0",MA,1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$5 to $25 million (USD),"(110000, 151000)",130500.0,Data Scientist,Mid,130500.0,not public
Senior Data Scientist,Employer Provided Salary:$145K,"Job Summary:
We are seeking a talented and experienced Senior Data Scientist to join our organization. The successful candidate will be responsible for collecting and analyzing sales data from multiple campaigns, including door-to-door, retail, and business-to-business, to generate accurate and insightful forecasts of expected sales revenue. Additionally, the candidate will play a pivotal role in leading a small team of Financial Planning and Analysis (FP&A) professionals. The ideal candidate has a strong background in data analysis, statistical modeling, team management, and excellent communication and presentation skills.
Responsibilities:
1. Sales Data Collection and Analysis:",4.3,"Cydcor
4.3",CA,51 to 200 Employees,1994,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),"(145000, 145000)",145000.0,Data Scientist,Senior,145000.0,not public
Remote - Data Scientist,Employer Provided Salary:$79K - $120K,"We’re looking for talented professionals, anywhere in the United States, to join us in bringing smart money management and payment solutions to everyone’s fingertips.
At Green Dot, we are evolving to a new and permanent “Work from Anywhere” model designed to maximize the benefits of remote work, promote and enable a strong culture of performance and connectedness, and attract the best and brightest talent who align with our entrepreneurial spirit and mission.
<<>><<>><<>><<>><<>><<>><<>><<>><<>><<>>
JOB DESCRIPTION
This is an exciting opportunity to apply data science techniques and drive growth and revenue of Green Dot’s Business, Enterprise-wide. Our data science team works on several projects across the entire company including Churn Modelling and Customer Scoring for Marketing efforts, Revenue Prediction Modeling for Accounting and Finance and Cash Advance Customer Modeling for our Award-Winning Tax Products.
Regular
The targeted base salary for this position is $78,800 to $120,200 per year. The final compensation will be determined by a number of factors such as qualifications, expertise, and the candidate’s geographical location.",3.0,"Green Dot Corporation
3.1",Remote,1001 to 5000 Employees,1999,Company - Public,Financial Transaction Processing,Financial Services,$1 to $5 billion (USD),"(79000, 120000)",99500.0,Data Scientist,Mid,99500.0,public
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1",CA,10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"(106000, 159000)",132500.0,Data Scientist,Entry,132500.0,public
Data Scientist,$91K - $129K (Glassdoor est.),"About InterDigital
InterDigital develops fundamental wireless and video technologies that are at the core of mobile devices, networks, and services worldwide. We solve many of the industry's most critical and complex technical challenges, inventing solutions for more efficient broadband networks and richer multimedia experiences, years ahead of market deployment. InterDigital has licenses and strategic relationships with many of the world's leading wireless companies. Founded in 1972, InterDigital is listed on NASDAQ and is included in the S&P MidCap 400® index. For more information please visit www.interdigital.com.
Summary
InterDigital is currently seeking a Data Scientist to work in our IS Department. We are looking for a Data Scientist to provide insights into the business through statistical analysis, data mining and data visualization techniques. The successful candidate will be intricately involved with our Data Management and Information Delivery team in the governance, development and maintenance of our reporting solution including the refinement of a data framework and implementation of Machine Learning and Artificial Intelligence solutions.",3.8,"INTERDIGITAL COMM CORP
3.8",PA,201 to 500 Employees,-1,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),"(91000, 129000)",110000.0,Data Scientist,Mid,110000.0,public
Data Scientist,$86K - $118K (Glassdoor est.),"MOTOR Information Systems, an owned subsidiary of Hearst, is actively seeking a Data Scientist who possesses talent, passion, and expertise in extracting valuable knowledge from complex datasets, contributing to the development of data-driven strategies, and improving the overall efficiency of our operations. MOTOR’s Insights team is a new team with an exponential growth opportunity – both in terms of technology and personnel, and we are looking for someone to share our mission that will transform our company’s future. As a Data Scientist, we expect this role to be instrumental in solving complex business problems, providing actionable insights, and supporting evidence-based decision-making. This position offers excellent career growth and promotional opportunities, stellar compensation, and an opportunity to work with the world's premier provider of aftermarket automotive data. Hearst and MOTOR Information Systems could very well be your best and last position in a rewarding and fulfilling career!




Degree Level :",3.6,"Hearst Media Services
3.6",MI,10000+ Employees,1887,Company - Private,Publishing,Media & Communication,$10+ billion (USD),"(86000, 118000)",102000.0,Data Scientist,Mid,102000.0,not public
Senior Data Scientist,$90K - $139K (Glassdoor est.),"SS&C is a global provider of investment and financial services and software for the financial services and healthcare industries. Named to Fortune 1000 list as top U.S. company based on revenue, SS&C is headquartered in Windsor, Connecticut and has 20,000+ employees in over 90 offices in 35 countries. Some 18,000 financial services and healthcare organizations, from the world's largest institutions to local firms, manage and account for their investments using SS&C's products and services.
Job Description
Senior Data Scientist
Location: Waltham, MA | Hybrid
Get To Know The Team:
Your deep experience with artificial intelligence, NLP, language models and advanced analytics is matched by a passion to build great products, lead innovation, be a mentor and guide to other Engineering team members. In the past you have been part of a startup or corporate innovation team working in fast-moving environments. You can point to numerous examples which have demonstrated your ability to creativity solve technical challenges.",3.1,"SS&C
3.1",MA,10000+ Employees,1986,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),"(90000, 139000)",114500.0,Data Scientist,Senior,114500.0,public
DATA SCIENTIST,Employer Provided Salary:$75K - $175K,"Job Description:

Ignite is an ISO 9001:2015 and CMMI Services Level 3 certified, Service-Disabled Veteran-Owned Small Business (SDVOSB), headquartered in Huntsville, AL. By design, Ignite is a provider of professional services to customers in educational, federal, and commercial industries and in every action seeks to be the preeminent provider within this business space. Ignite upholds our values of competency, collaboration, innovation, reliability, and results through everything we do.
Ignite is currently seeking a driven, detail-oriented Data Scientist to join our team supporting our government partner. This position is expected to be onsite within a government facility. This applicant is someone who creatively approaches a variety of requirements to meet intelligence needs, can balance work on multiple tasks, and will work collaboratively with other scientists, engineers, and analysts.",3.9,"Ignite Fueling Innovation
3.9",OH,51 to 200 Employees,2001,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),"(75000, 175000)",125000.0,Data Scientist,Mid,125000.0,not public
Sr. Data Scientist,$96K - $130K (Glassdoor est.),"Passionate about helping clients make the most of their analytics investments? Driven to succeed in a competitive and rapidly-changing business? Looking for an opportunity with a premiere provider of specialized consulting services with a collaborative, team oriented approach?
We are currently accepting applications from talented individuals who seek to advance their career within a fast-paced and challenging environment. We offer all CognoWiz team members a highly competitive compensation package that includes benefits and opportunities for both personal and professional growth.
Master’s degree in Computer Science, Engineering any, Technology or related and 2 yrs of exp to analyze large amounts of information to discover trends and patterns. Manipulate, transform and combine datafrom multiple data sources for use in analytics and reporting. Produce high ad hoc and standard reports, using R or SAS procedures. Efficiently identify and correct syntax and programming logic errors in SQL, Tableau and SAS code. Integrate R/SAS analysis with Tableau to deliver the results of statistical analysis within Tableau dashboards. Perform inferential statistical analysis in R or SAS, including statistical tests for significance, such as null-hypothesis testing, to validate results of analysis.",4.9,"Cognowiz
4.9",VA,1 to 50 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD),"(96000, 130000)",113000.0,Data Scientist,Senior,113000.0,not public
Data Scientist,$85K - $125K (Glassdoor est.),"Overview:
Arcfield is a leading provider of full lifecycle, mission-focused systems engineering and integration capabilities to the U.S. government and its allies. The company has more than 60 years of proven experience providing advanced engineering and analysis, IT and C5ISR capabilities to support our nation’s most critical national security missions. Headquartered in Chantilly, VA and with 16 offices around the world, Arcfield employs approximately 1,200 engineers, analysts, IT specialists, and other professionals who put our customers’ missions first, helping them solve their most complex challenges through innovations in modeling, simulation and analysis, digital transformation and C5ISR. Visit arcfield.com for more details.
Responsibilities:
The Data Scientist will support the Sponsor's organization responsible for championing governance and quality. The organization is focused on improving efficiency and capabilities to build, deliver, and sustain IT Network solutions. The selected candidate will be responsible for developing the means for measuring and visually reporting real-time, or near real-time, data for quality assurance Service Level Agreements (SLA) and Service Level Objectives (SLO). This will consist of working with multiple stakeholders in various groups to define, develop, and institutionalize strategic processes across multi-fabric information environments.
Qualifications:
EEO Statement:",4.1,"Arcfield
4.1",VA,1001 to 5000 Employees,2021,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),"(85000, 125000)",105000.0,Data Scientist,Mid,105000.0,not public
Data Scientist,$110K - $151K (Glassdoor est.),"Overview:
The Data Scientists will take a lead role in the end-to-end process of data science initiatives with limited supervision, including but not limited to model design, structure, development and post-deployment model performance monitoring. By conducting innovative research through advanced analytics and technical sophistication, the Data Scientist will contribute to create the economic value at scale from both future growth and profitability perspectives.

In this role, you will be set on a constant “treasure hunt” for new data sources to apply the latest techniques for modeling projects. You will have unparalleled opportunity to apply state-of-the-art machine learning techniques to real world datasets. You will work on a team of PhD level statisticians to create ground-breaking predictive models using new analytical techniques that determine insurance pure premiums, customer life time value, customer buying behaviors and other related topics. This work will be used in setting pricing, underwriting, marketing, policy and claims service, fraud detection and product design strategies for the Plymouth Rock group of Companies. The role is not simply research: you will be part of a tactical team driving the profit and customer growth of an assigned business segment. The analysis and modeling will be tested via implementation both broadly and on a pilot basis to allow us to learn and refine our approaches in rapid succession.",3.0,"Plymouth Rock Assurance
3.0",MA,1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$5 to $25 million (USD),"(110000, 151000)",130500.0,Data Scientist,Mid,130500.0,not public
Global Technology Transformation Analytics Vice President,Employer Provided Salary:$128K - $190K,"JOB DESCRIPTION

The Global Technology Transformation team is part of the Global Technology organization that also has accountability to the Office of the Chief Financial Officer organization supporting all Corporate Sector and Line of Business Technology functions. The team provides oversight and control for firmwide Technology expenditures, designs and delivers central reporting and actionable analysis, and leads Technology transformation program execution.
Job summary
In the role of Vice President, you will be reporting to the Global Technology Transformation Program Management Executive Director. You will be a part of a growing, dynamic team that partners with leaders in Finance, Business Management, Technology Strategy, and Engineering to track and drive accelerated progress against our technology modernization priorities and objectives spanning infrastructure, software delivery methods and tools, and engineering practices.






Our professionals in our Corporate Functions cover a diverse range of areas from finance and risk to human resources and marketing. Our corporate teams are an essential part of our company, ensuring that we’re setting our businesses, clients, customers and employees up for success.",4.0,"JPMorgan Chase & Co
4.0",NY,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"(128000, 190000)",159000.0,Data Analyst,Mid,159000.0,public
Senior Data Scientist,Employer Provided Salary:$145K,"Job Summary:
We are seeking a talented and experienced Senior Data Scientist to join our organization. The successful candidate will be responsible for collecting and analyzing sales data from multiple campaigns, including door-to-door, retail, and business-to-business, to generate accurate and insightful forecasts of expected sales revenue. Additionally, the candidate will play a pivotal role in leading a small team of Financial Planning and Analysis (FP&A) professionals. The ideal candidate has a strong background in data analysis, statistical modeling, team management, and excellent communication and presentation skills.
Responsibilities:
1. Sales Data Collection and Analysis:",4.3,"Cydcor
4.3",CA,51 to 200 Employees,1994,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),"(145000, 145000)",145000.0,Data Scientist,Senior,145000.0,not public
Remote - Data Scientist,Employer Provided Salary:$79K - $120K,"We’re looking for talented professionals, anywhere in the United States, to join us in bringing smart money management and payment solutions to everyone’s fingertips.
At Green Dot, we are evolving to a new and permanent “Work from Anywhere” model designed to maximize the benefits of remote work, promote and enable a strong culture of performance and connectedness, and attract the best and brightest talent who align with our entrepreneurial spirit and mission.
<<>><<>><<>><<>><<>><<>><<>><<>><<>><<>>
JOB DESCRIPTION
This is an exciting opportunity to apply data science techniques and drive growth and revenue of Green Dot’s Business, Enterprise-wide. Our data science team works on several projects across the entire company including Churn Modelling and Customer Scoring for Marketing efforts, Revenue Prediction Modeling for Accounting and Finance and Cash Advance Customer Modeling for our Award-Winning Tax Products.
Regular
The targeted base salary for this position is $78,800 to $120,200 per year. The final compensation will be determined by a number of factors such as qualifications, expertise, and the candidate’s geographical location.",3.0,"Green Dot Corporation
3.1",Remote,1001 to 5000 Employees,1999,Company - Public,Financial Transaction Processing,Financial Services,$1 to $5 billion (USD),"(79000, 120000)",99500.0,Data Scientist,Mid,99500.0,public
Data Scientist,$94K - $132K (Glassdoor est.),"The University of Iowa is seeking a Data Scientist to hold responsibility for supporting the creation and implementation of institutional data strategy by engaging with campus as outlined by the University of Iowa and OneIT strategic plans. This position is expected to focus and provide leadership on the technical aspects of our data strategy, including data infrastructure, tooling, processes, and solutions, working with campus to advance efforts in those areas.
Ideal candidates will have excellent technical and interpersonal skills as well as a strong commitment to supporting our values that include team focus, creative problem solving, and technical curiosity. You will have the opportunity to grow technically and professionally while working on a collaborative team.
ITS values work life balance and strives to provide flexible work options where possible. This position is eligible for hybrid/remote work within Iowa and will require a work arrangement form to be completed upon the start of your employment. Per policy, work arrangements will be reviewed annually, and must comply with the remote work program and related policies and employee travel policy when working at a remote location.",3.9,"The University of Iowa
3.9",IA,10000+ Employees,1898,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),"(94000, 132000)",113000.0,Data Scientist,Mid,113000.0,not public
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1",CA,10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"(106000, 159000)",132500.0,Data Scientist,Entry,132500.0,public
Data Scientist,$91K - $129K (Glassdoor est.),"About InterDigital
InterDigital develops fundamental wireless and video technologies that are at the core of mobile devices, networks, and services worldwide. We solve many of the industry's most critical and complex technical challenges, inventing solutions for more efficient broadband networks and richer multimedia experiences, years ahead of market deployment. InterDigital has licenses and strategic relationships with many of the world's leading wireless companies. Founded in 1972, InterDigital is listed on NASDAQ and is included in the S&P MidCap 400® index. For more information please visit www.interdigital.com.
Summary
InterDigital is currently seeking a Data Scientist to work in our IS Department. We are looking for a Data Scientist to provide insights into the business through statistical analysis, data mining and data visualization techniques. The successful candidate will be intricately involved with our Data Management and Information Delivery team in the governance, development and maintenance of our reporting solution including the refinement of a data framework and implementation of Machine Learning and Artificial Intelligence solutions.",3.8,"INTERDIGITAL COMM CORP
3.8",PA,201 to 500 Employees,-1,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),"(91000, 129000)",110000.0,Data Scientist,Mid,110000.0,public
Data Scientist,$86K - $118K (Glassdoor est.),"MOTOR Information Systems, an owned subsidiary of Hearst, is actively seeking a Data Scientist who possesses talent, passion, and expertise in extracting valuable knowledge from complex datasets, contributing to the development of data-driven strategies, and improving the overall efficiency of our operations. MOTOR’s Insights team is a new team with an exponential growth opportunity – both in terms of technology and personnel, and we are looking for someone to share our mission that will transform our company’s future. As a Data Scientist, we expect this role to be instrumental in solving complex business problems, providing actionable insights, and supporting evidence-based decision-making. This position offers excellent career growth and promotional opportunities, stellar compensation, and an opportunity to work with the world's premier provider of aftermarket automotive data. Hearst and MOTOR Information Systems could very well be your best and last position in a rewarding and fulfilling career!




Degree Level :",3.6,"Hearst Media Services
3.6",MI,10000+ Employees,1887,Company - Private,Publishing,Media & Communication,$10+ billion (USD),"(86000, 118000)",102000.0,Data Scientist,Mid,102000.0,not public
Senior Data Scientist,$90K - $139K (Glassdoor est.),"SS&C is a global provider of investment and financial services and software for the financial services and healthcare industries. Named to Fortune 1000 list as top U.S. company based on revenue, SS&C is headquartered in Windsor, Connecticut and has 20,000+ employees in over 90 offices in 35 countries. Some 18,000 financial services and healthcare organizations, from the world's largest institutions to local firms, manage and account for their investments using SS&C's products and services.
Job Description
Senior Data Scientist
Location: Waltham, MA | Hybrid
Get To Know The Team:
Your deep experience with artificial intelligence, NLP, language models and advanced analytics is matched by a passion to build great products, lead innovation, be a mentor and guide to other Engineering team members. In the past you have been part of a startup or corporate innovation team working in fast-moving environments. You can point to numerous examples which have demonstrated your ability to creativity solve technical challenges.",3.1,"SS&C
3.1",MA,10000+ Employees,1986,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),"(90000, 139000)",114500.0,Data Scientist,Senior,114500.0,public
DATA SCIENTIST,Employer Provided Salary:$75K - $175K,"Job Description:

Ignite is an ISO 9001:2015 and CMMI Services Level 3 certified, Service-Disabled Veteran-Owned Small Business (SDVOSB), headquartered in Huntsville, AL. By design, Ignite is a provider of professional services to customers in educational, federal, and commercial industries and in every action seeks to be the preeminent provider within this business space. Ignite upholds our values of competency, collaboration, innovation, reliability, and results through everything we do.
Ignite is currently seeking a driven, detail-oriented Data Scientist to join our team supporting our government partner. This position is expected to be onsite within a government facility. This applicant is someone who creatively approaches a variety of requirements to meet intelligence needs, can balance work on multiple tasks, and will work collaboratively with other scientists, engineers, and analysts.",3.9,"Ignite Fueling Innovation
3.9",OH,51 to 200 Employees,2001,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),"(75000, 175000)",125000.0,Data Scientist,Mid,125000.0,not public
Sr. Data Scientist,$96K - $130K (Glassdoor est.),"Passionate about helping clients make the most of their analytics investments? Driven to succeed in a competitive and rapidly-changing business? Looking for an opportunity with a premiere provider of specialized consulting services with a collaborative, team oriented approach?
We are currently accepting applications from talented individuals who seek to advance their career within a fast-paced and challenging environment. We offer all CognoWiz team members a highly competitive compensation package that includes benefits and opportunities for both personal and professional growth.
Master’s degree in Computer Science, Engineering any, Technology or related and 2 yrs of exp to analyze large amounts of information to discover trends and patterns. Manipulate, transform and combine datafrom multiple data sources for use in analytics and reporting. Produce high ad hoc and standard reports, using R or SAS procedures. Efficiently identify and correct syntax and programming logic errors in SQL, Tableau and SAS code. Integrate R/SAS analysis with Tableau to deliver the results of statistical analysis within Tableau dashboards. Perform inferential statistical analysis in R or SAS, including statistical tests for significance, such as null-hypothesis testing, to validate results of analysis.",4.9,"Cognowiz
4.9",VA,1 to 50 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD),"(96000, 130000)",113000.0,Data Scientist,Senior,113000.0,not public
Data Scientist,$110K - $151K (Glassdoor est.),"Overview:
The Data Scientists will take a lead role in the end-to-end process of data science initiatives with limited supervision, including but not limited to model design, structure, development and post-deployment model performance monitoring. By conducting innovative research through advanced analytics and technical sophistication, the Data Scientist will contribute to create the economic value at scale from both future growth and profitability perspectives.

In this role, you will be set on a constant “treasure hunt” for new data sources to apply the latest techniques for modeling projects. You will have unparalleled opportunity to apply state-of-the-art machine learning techniques to real world datasets. You will work on a team of PhD level statisticians to create ground-breaking predictive models using new analytical techniques that determine insurance pure premiums, customer life time value, customer buying behaviors and other related topics. This work will be used in setting pricing, underwriting, marketing, policy and claims service, fraud detection and product design strategies for the Plymouth Rock group of Companies. The role is not simply research: you will be part of a tactical team driving the profit and customer growth of an assigned business segment. The analysis and modeling will be tested via implementation both broadly and on a pilot basis to allow us to learn and refine our approaches in rapid succession.",3.0,"Plymouth Rock Assurance
3.0",MA,1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$5 to $25 million (USD),"(110000, 151000)",130500.0,Data Scientist,Mid,130500.0,not public
Global Technology Transformation Analytics Vice President,Employer Provided Salary:$128K - $190K,"JOB DESCRIPTION

The Global Technology Transformation team is part of the Global Technology organization that also has accountability to the Office of the Chief Financial Officer organization supporting all Corporate Sector and Line of Business Technology functions. The team provides oversight and control for firmwide Technology expenditures, designs and delivers central reporting and actionable analysis, and leads Technology transformation program execution.
Job summary
In the role of Vice President, you will be reporting to the Global Technology Transformation Program Management Executive Director. You will be a part of a growing, dynamic team that partners with leaders in Finance, Business Management, Technology Strategy, and Engineering to track and drive accelerated progress against our technology modernization priorities and objectives spanning infrastructure, software delivery methods and tools, and engineering practices.






Our professionals in our Corporate Functions cover a diverse range of areas from finance and risk to human resources and marketing. Our corporate teams are an essential part of our company, ensuring that we’re setting our businesses, clients, customers and employees up for success.",4.0,"JPMorgan Chase & Co
4.0",NY,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"(128000, 190000)",159000.0,Data Analyst,Mid,159000.0,public
